Date,Close,High,Low,Open,Volume
,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS
2020-01-01,89.9920883178711,91.01592712957265,89.56843106430819,90.91001685650261,2574894
2020-01-02,90.41574096679688,90.83939278644829,89.74494545128131,90.13330103326894,4759843
2020-01-03,90.69818115234375,94.19336005916865,90.41574658834925,92.49873112682566,31381588
2020-01-06,89.144775390625,91.6514227148625,88.33276249776678,91.58080868210534,14611204
2020-01-07,88.7917251586914,90.16861257887915,88.54459220982365,88.6858094985783,7193304
2020-01-08,87.16769409179688,88.57988844168159,86.99116979806128,88.2621468677951,6236192
2020-01-09,87.34422302246094,88.33276019727846,86.70873984095142,88.22684453799548,10135017
2020-01-10,87.6619644165039,88.4033632100715,87.34421745889448,87.87379033448299,6550218
2020-01-13,88.57987976074219,88.75640403717817,87.7325653886868,87.7325653886868,5737187
2020-01-14,88.29745483398438,88.72111206610167,87.41483335578418,88.57988939733325,12432511
2020-01-15,88.0150146484375,88.61519617459163,87.73257469874909,88.29745459812591,5714614
2020-01-16,87.90910339355469,88.40336928992573,87.59136180118676,88.26215200156093,7322878
2020-01-17,88.54458618164062,88.65050183454292,87.55604906637568,87.9444046646528,8561603
2020-01-20,86.77933502197266,89.49780779066084,84.73165234618777,88.96823496349717,16106541
2020-01-21,86.67343139648438,87.90910149785992,86.42629845362809,86.88526271155783,6497799
2020-01-22,82.18970489501953,86.14384764387717,81.90726497286681,86.14384764387717,23639592
2020-01-23,83.17826080322266,83.99026835641317,82.1897235449231,82.78990514875312,21105999
2020-01-24,83.56659698486328,84.59044108902751,82.82519820642754,83.31946405871803,11172364
2020-01-27,82.78988647460938,83.67250786559669,82.47214492869132,83.56659222125951,12078165
2020-01-28,82.33092498779297,83.10763076004605,81.62482785172769,83.00172049931116,11611352
2020-01-29,83.07233428955078,83.4253828794876,82.22501444144605,82.86050298075111,15562740
2020-01-30,81.62483978271484,83.00173263155679,81.20118251656902,83.00173263155679,21142714
2020-01-31,76.92928314208984,81.90727025648071,75.37587155068377,81.76605297984155,83360147
2020-02-03,73.04574584960938,74.10489154324561,71.70416561401164,73.68123434320984,18445537
2020-02-04,74.95220947265625,75.48178230634846,73.29288233783934,73.50470823906016,16896688
2020-02-05,75.41118621826172,75.83484347827782,74.21081769660604,75.12874624921955,11348275
2020-02-06,75.72892761230469,76.11728324207732,75.05813740134577,75.41118601492296,10750236
2020-02-07,77.14111328125,77.49416185461958,75.23465313989183,75.76422599994619,21415595
2020-02-10,74.98751068115234,77.07050038107478,74.66976913753213,77.07050038107478,32081049
2020-02-11,75.41118621826172,76.01136778554239,75.05813760373258,75.65831917101325,20946852
2020-02-12,75.340576171875,76.1172874746096,75.19935887342942,75.552407506638,13053367
2020-02-13,74.38733673095703,76.39971261370788,73.61063091146825,75.55239815373719,17702073
2020-02-14,72.93983459472656,75.058125953097,72.72800330405211,74.5285531135044,26644685
2020-02-17,70.57440185546875,72.65739149923449,69.76239451319887,71.6688544977095,36666416
2020-02-18,70.11544799804688,70.78623812469027,68.1736808674444,70.57440682833254,35575369
2020-02-19,71.8100814819336,72.16313007405144,69.76240395732525,70.8215497336788,21806183
2020-02-20,72.58680725097656,73.50473054230882,71.81009588287878,72.0219272354682,28378025
2020-02-24,69.23281860351562,72.37494835277448,68.63263179530601,72.37494835277448,20167769
2020-02-25,68.87977600097656,70.78623606433062,68.66794471078457,69.69178337682776,18255196
2020-02-26,67.64411163330078,69.55057185416102,67.43228032560789,68.773866037777,16192058
2020-02-27,65.9141616821289,67.9265372931378,64.99623870562841,67.5734887513084,29616674
2020-02-28,64.9256362915039,65.45520919889658,63.195700282192185,63.76058020491538,30416954
2020-03-02,62.913265228271484,67.07924016880571,62.31308363049583,66.37314290387091,24442896
2020-03-03,65.9141616821289,66.37312586392575,63.30160462742869,64.18422598200218,24098468
2020-03-04,65.52581024169922,67.0086130110738,64.0430020852315,66.51434182988686,22998427
2020-03-05,65.38459014892578,66.65556707922121,64.96093296785841,65.91416297203332,16357817
2020-03-06,62.489601135253906,64.60789269916081,61.88941960289909,63.19569832322288,17823038
2020-03-09,52.63954162597656,58.25301148717617,52.251186061224686,58.00587857646744,86655504
2020-03-11,50.62716293334961,54.65191987554537,50.16820410066302,54.192955655765104,63562895
2020-03-12,44.131065368652344,48.297039016871715,43.77801684570312,47.026062179417345,76137223
2020-03-13,46.531803131103516,47.30850891649286,35.30485740036781,41.942171669055696,73051747
2020-03-16,42.47174835205078,46.037536038113316,42.36583269289969,44.83717293331884,49829392
2020-03-17,42.3658332824707,44.484124946594235,42.11870033240848,43.142539148563806,46722476
2020-03-18,48.12051773071289,61.289229528365404,40.60058264951458,43.4955796392787,178094829
2020-03-19,43.10722732543945,45.19021430475876,41.024240346120145,43.883935749930494,61258526
2020-03-20,51.086124420166016,52.5336256388603,44.30759329610836,44.519421888695156,128780492
2020-03-23,45.81443786621094,49.68287424547627,45.51102984318437,46.004067157224206,36058875
2020-03-24,47.407318115234375,49.07605339808017,45.586875942204145,48.165835205078125,38808651
2020-03-25,46.686729431152344,47.78657986386458,45.51102844177579,46.42124958931396,28639475
2020-03-26,49.113983154296875,49.758721544090875,45.24554702850655,46.91428236527059,46474588
2020-03-27,48.88642120361328,50.062124937408186,47.634869816285814,50.062124937408186,33298637
2020-03-30,48.052066802978516,49.79665879906623,45.58688573160917,46.30747770040448,32929981
2020-03-31,51.80672073364258,52.83071767089945,48.20376158113307,49.30361196521354,45891607
2020-04-01,49.87250518798828,51.01028097174467,49.379467857621805,50.82065167445194,21883386
2020-04-03,52.982421875,53.85471775663247,50.44139057487407,52.337683453628735,39757833
