Date,Close,High,Low,Open,Volume
,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS
2020-01-01,414.09478759765625,416.1205934572179,413.08678267997874,414.73090198661106,4070420
2020-01-02,415.53826904296875,420.4021440584686,414.456853749575,414.94617707159335,8638440
2020-01-03,410.39056396484375,414.4372772552732,408.38921850590054,412.9888695203884,11768500
2020-01-06,391.1357116699219,411.42303719131525,389.8732491550314,407.5084506721478,28667350
2020-01-07,392.20733642578125,400.46221847459515,391.08676690475903,396.84121394720245,21490420
2020-01-08,396.3470153808594,397.36481631104397,386.5654463955507,386.5654463955507,16305760
2020-01-09,403.61346435546875,405.94261829406094,399.28783302337496,401.82252426184266,14193880
2020-01-10,405.63433837890625,409.65169358916796,403.0066745389112,404.19085847716906,11066240
2020-01-13,407.557373046875,409.2944647227561,405.74687093241073,407.89987545113553,6451520
2020-01-14,410.3465881347656,411.2665185089584,406.18247112020254,408.095712458465,7034340
2020-01-15,411.7411193847656,412.98888789514996,408.1005526380671,410.048049921993,6169760
2020-01-16,413.0133361816406,413.9626246030774,409.85719484100275,410.05293611248607,5787280
2020-01-17,414.1387939453125,415.1419306779873,411.2273439855628,412.695313995222,6711290
2020-01-20,406.392822265625,416.2135450989945,403.70644195799844,413.8696672301977,8486390
2020-01-21,405.022705078125,409.6712768589577,402.9137226543001,406.13347862916794,8979220
2020-01-22,405.3750305175781,409.7104281585545,403.53027196170376,409.66150777074006,7979010
2020-01-23,403.77001953125,407.49379271245465,399.7771543618621,403.4959996653697,11545220
2020-01-24,410.4933776855469,411.5845592186853,402.3216716195681,403.20244769231243,8648920
2020-01-27,407.542724609375,411.8145077770714,406.52982171958513,408.48711506427827,7821550
2020-01-28,412.3038330078125,415.82696701763456,406.1530649258661,406.1530649258661,10527640
2020-01-29,432.46392822265625,434.910544732024,412.5093395025336,415.4256872675084,45814130
2020-01-30,427.1107482910156,438.923020469007,425.2072733978597,436.8678565404486,35777740
2020-01-31,427.267333984375,432.57161192672925,424.12588662500315,427.6685826916352,17369270
2020-02-03,426.6263427734375,428.34387249437526,415.9444057806753,415.9444057806753,10941810
2020-02-04,442.2748718261719,445.28422219728185,428.3683114030851,429.42526650157043,19583230
2020-02-05,443.1507873535156,444.300685231619,438.20373565945306,441.85896659564634,12856310
