Date,Close,High,Low,Open,Volume
,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS
2020-01-01,1708.0770263671875,1716.9832763313889,1698.5517248231463,1705.2194359039752,397285
2020-01-02,1705.648193359375,1714.459097541356,1698.7423495410656,1705.9815556678861,411266
2020-01-03,1668.26123046875,1695.313108402917,1664.1177478135337,1695.313108402917,1318628
2020-01-06,1626.11181640625,1655.4973473313105,1613.5860220824165,1655.449674315086,1871804
2020-01-07,1642.5430908203125,1657.8788036982123,1629.7791629575647,1629.7791629575647,1033650
2020-01-08,1646.7342529296875,1653.5924238455111,1614.5386857247358,1615.4912159228036,1006057
2020-01-09,1688.4073486328125,1690.7410009689595,1658.3549761616669,1679.310639272268,1781733
2020-01-10,1707.4581298828125,1711.9826485272126,1676.4532240303938,1687.88358692151,1256612
2020-01-13,1719.2216796875,1722.126826860509,1709.1724401608053,1713.6017285843166,823821
2020-01-14,1732.79541015625,1735.1767357573563,1719.1266244610317,1719.3170839988545,775629
2020-01-15,1754.7987060546875,1757.4181640227432,1724.1748378275613,1731.2235843421872,1252925
2020-01-16,1748.03564453125,1760.2756331189662,1741.9394286073102,1748.7975988494627,1031569
2020-01-17,1743.177734375,1751.60760240022,1728.8421100377072,1748.4642065989842,862204
2020-01-20,1760.990234375,1773.8493922730731,1746.5593783675859,1750.7505345672753,1091453
2020-01-21,1724.7939453125,1755.0844501747902,1708.6961627444987,1752.6077787984427,2101561
2020-01-22,1694.7894287109375,1732.366700150733,1682.9780304854432,1728.8423847746812,3415306
2020-01-23,1691.7889404296875,1704.0766038129293,1673.6908658223954,1694.5513013880386,1885275
2020-01-24,1701.9808349609375,1714.458956058116,1695.7417162745246,1698.9803418806348,1195596
2020-01-27,1703.457275390625,1720.0313233033653,1695.5036718704087,1702.171382939562,969054
2020-01-28,1694.646484375,1708.8392078514175,1688.836073311351,1708.8392078514175,873291
2020-01-29,1711.6490478515625,1718.2215293003533,1696.4562381025682,1702.171419140533,873805
