Date,Close,High,Low,Open,Volume,Return,MA_7,MA_21,Volatility_7,Volatility_21,High_Low_Spread,Open_Close_Change
2020-01-30,707.546142578125,720.7686439320247,705.2873285077146,720.3651948420669,945040,-0.021803378397991513,711.9596383231027,688.0453433082217,7.029458959581645,22.87264391571195,15.481315424310083,12.819052263941899
2020-01-31,700.190673828125,712.8547458570995,697.9501123751356,709.3331639970909,1192980,-0.010395744259446449,710.7271554129464,689.4131673177084,8.311494402296871,22.689770477175244,14.904633481963856,9.142490168965878
2020-02-03,743.1131591796875,752.1849770016412,707.9656177476054,710.6552600071209,4075040,0.06130113832692752,715.625470842634,693.1196085611979,14.672911752955285,24.808465801424187,44.219359254035794,-32.45789917256661
2020-02-04,750.1610107421875,752.5452004981981,735.183364195635,747.626348362233,2328320,0.009484223870130482,720.184831891741,697.5457850864956,19.715014050161336,26.326890153099935,17.36183630256312,-2.5346623799545114
2020-02-05,746.9356689453125,751.359864411002,741.0640649030587,751.0909168658065,1150220,-0.004299532701231623,724.8659755161831,702.0916806175595,21.82544349707893,26.215156613092134,10.295799507943343,4.155247920494048
2020-02-06,742.3814697265625,754.4392001365717,736.5851025031388,747.5806766243885,1481680,-0.006097177318068914,730.5207170758929,706.2025408063616,20.224063586773013,25.39050066303882,17.854097633432843,5.199206897826002
2020-02-07,744.3348999023438,746.9424610828834,738.2626846797964,744.8910475492411,828140,0.002631302444147332,733.5232892717634,709.8589477539062,20.534138230188887,25.072774275019306,8.679776403086976,0.5561476468973297
2020-02-10,737.2415161132812,746.3999776235568,734.4971718641061,743.0675437072293,1225400,-0.009529828293679543,737.7654854910714,713.0855305989584,17.043788977705923,23.951892235242347,11.902805759450644,5.8260275939480834
2020-02-11,729.261474609375,743.0697836048261,727.1120648705652,740.3322842318482,1467000,-0.01082418899301385,741.91845703125,715.9920247395834,6.863745061004676,21.84681176031746,15.95771873426088,11.070809622473234
2020-02-12,742.9627075195312,750.9358634515313,727.953176647444,730.5767087766902,2580220,0.018787819440887477,741.8969639369419,719.0943254743304,6.8596147822098406,20.752638518834118,22.98268680408728,-12.385998742841025
2020-02-13,748.182373046875,750.4298349048473,742.0349774990912,744.3439862116186,3024560,0.007025474461255454,741.6143014090402,722.4634195963541,6.49331067470018,19.34604387228087,8.39485740575617,-3.838386835256415
2020-02-14,745.6408081054688,765.0585595106049,740.7880675225184,752.1848070228649,3314160,-0.003396985859284607,741.4293212890625,724.6375906808036,6.33291377534642,19.25870271657399,24.27049198808652,6.543998917396152
2020-02-17,756.2171020507812,757.4274493684644,746.3954257205831,748.2189043829208,2795760,0.014184167269740477,743.4058401925223,727.131853376116,8.47604728726112,19.81404760893427,11.03202364788126,-7.998197667860495
2020-02-18,747.8016967773438,755.3714029716597,746.9446596592603,755.3714029716597,1800260,-0.011128292722573763,743.9010968889509,729.2735741024926,8.639094421077186,19.483390278029567,8.426743312399367,7.569706194315927
2020-02-19,765.1795043945312,767.297027864813,751.0817129272169,753.9445877419997,1900000,0.02323852391894432,747.8922380719866,732.5391206287202,11.140914600120901,19.48073594955764,16.215314937596077,-11.234916652531524
2020-02-20,753.9856567382812,763.1258663453478,753.3429205376017,763.1258663453478,1314640,-0.014629047944909934,751.4242640904018,734.689958844866,7.609400086326917,19.222510470280543,9.78294580774616,9.140209607066595
2020-02-24,744.7657470703125,755.6838602516386,743.8425997578134,752.1394620495163,1330320,-0.012228229523428613,751.6818411690848,736.4014253162202,7.299444107684823,18.386285099099105,11.841260493825189,7.373714979203783
