Date,Close,High,Low,Open,Volume,Return,MA_7,MA_21,Volatility_7,Volatility_21,High_Low_Spread,Open_Close_Change
2020-01-30,170.87338256835938,176.27628006020473,169.23614157708812,174.65722619420274,10891876,-0.01962233466701757,170.8941890171596,170.45672244117372,3.095430089175213,3.2620132911734507,7.040138483116607,3.7838436258433603
2020-01-31,166.25274658203125,171.94670522034227,165.92528947111867,171.00074145123818,13892950,-0.0270412858742326,170.97215488978796,169.92656889415923,2.946282436036922,2.9712894697214924,6.021415749223593,4.747994869206934
2020-02-03,167.47157287597656,168.63583768533147,160.97719189302666,162.35974663879003,18802900,0.0073311648619527325,170.51996721540178,169.52462114606584,3.2350640105564827,2.677446049391372,7.65864579230481,-5.111826237186534
2020-02-04,174.09329223632812,175.0392559194955,168.09007526266166,169.18156925787375,15683820,0.03953936328797347,171.16446358816964,169.68661353701637,3.45867828675642,2.848986977388275,6.949180656833846,-4.911722978454378
2020-02-05,182.53419494628903,184.80814091132032,173.91138740558986,174.63905011439985,30234094,0.048484939319215936,172.92904445103235,170.39175415039062,5.451059886620112,3.9567040496517487,10.896753505730459,-7.8951448318891835
2020-02-06,180.1147003173828,185.5539832884123,179.07778988160746,183.1163088705777,22467954,-0.01325502122831379,173.66190229143416,171.00073823474702,6.081840569665029,4.41847875568325,6.476193406804839,3.001608553194899
2020-02-07,178.78672790527344,180.31482405705225,176.8220407838807,180.02375230739096,9022030,-0.007372926306233429,174.30380249023438,171.36197117396765,6.388967991277263,4.7344504025585685,3.49278327317154,1.2370244021175267
2020-02-10,176.62193298339844,180.29662072923503,175.85788492911252,179.00502388034218,8848392,-0.01210825292927764,175.1250239780971,171.6253160749163,6.242309761878216,4.870514333054332,4.438735800122515,2.3830908969437417
2020-02-11,175.0028839111328,179.7145044577333,174.65723967832355,178.56842679276156,7943310,-0.009166749819331965,176.37504359654017,171.80290149507067,4.901672429848288,4.924734421659554,5.057264779409763,3.565542881628744
2020-02-12,172.72894287109375,176.71290081305494,172.4196839860085,175.7305516729611,7549204,-0.012993734670074253,177.12609645298548,171.82715643019904,3.517386637196084,4.92814240914852,4.29321682704645,3.0016088018673486
2020-02-13,170.6368865966797,174.09328408637788,170.27305528197462,173.80222347591405,8083000,-0.012111787634660365,176.63232421875,171.84534635997954,4.1920026745507135,4.92275100772898,3.820228804403257,3.16533687923436
2020-02-14,173.34744262695312,176.27628040916932,170.96434073965662,171.3645574256321,23043576,0.015884936043636166,175.31993103027344,172.09916178385416,3.3994866367357264,4.852417849125212,5.311939669512697,-1.982885201321011
2020-02-17,167.9627227783203,174.07509547510804,167.3624033348346,174.07509547510804,9025984,-0.031063162900077046,173.5839342389788,172.23343113490515,3.6373516714401837,4.686488295958341,6.712692140273447,6.11237269678773
2020-02-18,171.27359008789062,171.9102948837564,165.90707823702203,167.99910828058097,11940592,0.019711917351685537,172.51062883649553,172.46905444917223,2.8747956403834483,4.495081845765192,6.003216646734359,-3.2744818073096553
2020-02-19,173.01998901367188,175.00287425474025,170.8188138515604,172.27413920918818,10786834,0.010196545333609697,171.9960654122489,172.67175946916853,2.2763236889976515,4.41487480157752,4.184060403179842,-0.7458498044836972
2020-02-20,171.637451171875,174.63906001589825,171.20084908053428,172.76533065512817,8752120,-0.007990624954250958,171.51528930664062,172.95416259765625,1.851104366977219,4.127404299620221,3.438210935363969,1.1278794832531673
2020-02-24,169.05422973632812,173.07457270114045,168.45391024659637,171.36456096360018,12382886,-0.015050453254284668,170.9903302873884,172.87879798525856,1.966990497160152,4.185867634002514,4.620662454544089,2.3103312272720586
2020-02-25,166.17996215820312,171.20083013678925,165.50687196822025,170.92795663570843,11044046,-0.017002044743914202,170.35362679617745,172.71680486769904,2.68921579155363,4.381112882417641,5.693958168568997,4.747994477505301
2020-02-26,163.28750610351562,167.1986931319398,161.25005941782155,166.48922865850224,14491090,-0.017405564528495177,168.91649300711495,172.38848949614027,3.4132326603542524,4.8171904886415,5.948633714118245,3.201722554986617
2020-02-27,161.55931091308594,163.5967687490602,159.5400513070568,162.57804538269903,12178324,-0.01058375641633047,168.00171988351005,171.74918547130767,4.420816757190373,5.320030099663893,4.056717442003389,1.0187344696130936
2020-02-28,155.1195068359375,159.6855860886013,152.99109110057043,159.6855860886013,12199026,-0.039860309138189276,165.6939937046596,170.83614167712983,6.261373682571657,6.397737201107959,6.694494988030868,4.566079252663798
2020-03-02,150.02584838867188,160.75887242639865,147.89743292664198,157.17513167111767,15624380,-0.032836994851027645,162.40911647251673,169.84340195428757,7.654154032509539,7.8453539450205385,12.86143949975667,7.1492832824457935
2020-03-03,154.62831115722656,155.4105462753718,150.4442509729722,151.02638330621426,11415592,0.030677798645944554,159.97923932756697,169.28985741024925,6.898853687081122,8.494595663145358,4.966295302399573,-3.601927851012306
2020-03-04,152.33619689941406,155.97451054780464,147.49723308510335,153.57322131921643,15457514,-0.014823380276603237,157.59094892229353,168.56912522088913,6.078626796606123,9.263841004171166,8.477277462701295,1.237024419802367
